"region_id","stock_id","taxon_key","year","catch","score","gapfilled","method"
1,"Marine_fishes_not_identified-18",100039,2015,7.30202924814145,0.0683474576271185,1,"Median gapfilled"
1,"Miscellaneous_aquatic_invertebrates-18",100077,2015,0.000397345785825055,0.0683474576271185,1,"Median gapfilled"
1,"Mollusca-18",190195,2015,0.791305695440642,0.0683474576271185,1,"Median gapfilled"
1,"Elasmobranchii-18",200004,2015,3.86038653690734e-05,0.170868644067796,1,"Median gapfilled"
1,"Chondrichthyes-18",200538,2015,4.27197702562791e-05,0.170868644067796,1,"Median gapfilled"
1,"Bivalvia-18",290004,2015,0.0069715272527432,0.170868644067796,1,"Median gapfilled"
1,"Malacostraca-18",290022,2015,0.010434081975453,0.170868644067796,1,"Median gapfilled"
1,"Pleuronectiformes-18",300061,2015,0.381343477187828,0.341737288135593,1,"Median gapfilled"
1,"Decapoda-18",390013,2015,0.000760909552558984,0.341737288135593,1,"Median gapfilled"
1,"Osmeridae-18",400080,2015,12.4167875624664,0.546779661016948,1,"Median gapfilled"
1,"Gadidae-18",400183,2015,0.000446446663247526,0.546779661016948,1,"Median gapfilled"
1,"Hexagrammidae-18",400271,2015,8.9252402220385e-06,0.546779661016948,1,"Median gapfilled"
1,"Cottidae-18",400277,2015,0.23961761877399,0.546779661016948,1,"Median gapfilled"
1,"Pleuronectidae-18",400440,2015,0.022429128508879,0.546779661016948,1,"Median gapfilled"
1,"Sebastidae-18",400573,2015,0.0409572245470704,0.546779661016948,1,"Median gapfilled"
1,"Octopodidae-18",490012,2015,0.000643504408513579,0.546779661016948,1,"Median gapfilled"
1,"Lithodidae-18",490036,2015,0.000329611528515407,0.546779661016948,1,"Median gapfilled"
1,"Pandalidae-18",490046,2015,0.0252271789360774,0.546779661016948,1,"Median gapfilled"
1,"Solenidae-18",490061,2015,0.00400049204368709,0.546779661016948,1,"Median gapfilled"
1,"Sebastes-18",501135,2015,0.0064223212509175,0.615127118644067,1,"Median gapfilled"
1,"Oncorhynchus-18",502724,2015,0.269750876500466,0.615127118644067,1,"Median gapfilled"
1,"Coregonus-18",506253,2015,234.538377090674,0.615127118644067,1,"Median gapfilled"
